transaction_id,transaction_date,account_id,transaction_type,transaction_amount,transaction_currency,fx_rate,transaction_amount_euro
1030590,2025-01-03,3477,deposit,4903.27,NOK,11.713,418.61777512165975
1030591,2025-01-03,3864,deposit,1817.63,AUD,1.6556,1097.8678424740276
1030592,2025-02-15,2453,deposit,8623.59,CZK,25.043,344.3513157369325
1030593,2025-01-07,236,transfer,2395.61,HUF,415.73,5.762417915473986
1030594,2025-03-08,1151,withdrawal,7430.38,JPY,160.35,46.3385095104459
1030595,2025-02-18,2384,transfer,1840.49,ISK,146.7,12.545944103612817
1030596,2025-02-15,4045,transfer,319.32,CZK,25.043,12.75086850616939
1030597,2025-01-24,1498,deposit,2453.05,GBP,0.84413,2906.009737836589
1030598,2025-02-21,2089,transfer,4152.09,BGN,1.9558,2122.962470600266
1030599,2025-01-07,3515,withdrawal,4692.18,CHF,0.9426,4977.912157861235
1030600,2025-02-11,4942,transfer,8814.37,ISK,146.6,60.125306957708055
1030601,2025-01-09,2926,deposit,4498.84,AUD,1.663,2705.2555622369214
1030602,2025-01-20,2845,deposit,5272.39,AUD,1.6627,3170.980934624406
1030603,2025-01-04,2227,deposit,9591.33,GBP,0.82993,11556.793946477414
1030604,2025-01-21,890,transfer,2137.8,SEK,11.475,186.30065359477126
1030605,2025-01-31,376,withdrawal,6501.28,CHF,0.9449,6880.389459202032
1030606,2025-01-15,5,withdrawal,8583.36,TRY,36.548,234.85170187151144
1030607,2025-02-06,2399,withdrawal,9597.37,SEK,11.321,847.7493154314991
1030608,2025-01-25,4735,withdrawal,2341.93,TRY,37.377,62.656981566203804
1030609,2025-03-05,159,withdrawal,4376.67,HUF,398.85,10.973223016171493
1030610,2025-02-24,3674,transfer,185.85,GBP,0.8283,224.37522636725822
1030611,2025-01-04,3256,deposit,6599.51,RON,4.9752,1326.4813474835182
1030612,2025-01-24,603,deposit,6920.84,SEK,11.459,603.9654420106467
1030613,2025-01-10,2094,deposit,3790.1,CZK,25.09,151.06018333997608
1030614,2025-01-21,4674,transfer,8275.14,PLN,4.2538,1945.3523908035168
1030615,2025-02-04,4074,deposit,3406.77,ISK,146.8,23.206880108991825
1030616,2025-01-21,4825,transfer,6820.54,DKK,7.4614,914.1099525558205
1030617,2025-01-05,3957,transfer,63.23,NOK,11.713,5.398275420472979
1030618,2025-01-23,4470,withdrawal,9016.69,RON,4.9763,1811.926531760545
1030619,2025-02-18,4947,deposit,2355.19,HUF,401.54,5.865393236041241
1030620,2025-01-05,3710,deposit,8090.22,JPY,161.77,50.01063237930395
1030621,2025-02-13,2707,transfer,4406.02,SEK,11.2815,390.55267473297
1030622,2025-02-10,787,deposit,8805.58,RON,4.9769,1769.290120356045
1030623,2025-02-12,3435,withdrawal,4879.17,NOK,11.662,418.3819241982507
1030624,2025-01-10,4083,withdrawal,8885.19,JPY,162.86,54.55722706619182
1030625,2025-01-20,3627,deposit,714.23,JPY,161.36,4.426313832424392
1030626,2025-02-24,2659,transfer,4619.41,TRY,38.094,121.26345356224077
1030627,2025-01-25,2153,transfer,4541.81,CHF,0.9494,4783.874025700443
1030628,2025-02-27,46,withdrawal,961.27,RON,4.9763,193.16962401784457
1030629,2025-01-01,2862,deposit,6919.88,GBP,0.82918,8345.449721411514
1030630,2025-02-19,4123,transfer,9905.59,SEK,11.214,883.3235241662207
1030631,2025-02-22,1680,deposit,990.8,RON,4.9773,199.0637494223776
1030632,2025-03-02,1026,withdrawal,3516.78,GBP,0.82608,4257.1905868681
1030633,2025-01-15,1450,transfer,6266.36,BGN,1.9558,3203.9881378464056
1030634,2025-03-01,2965,withdrawal,1085.23,ISK,145.7,7.448387096774194
1030635,2025-02-14,2150,deposit,571.98,NOK,11.6515,49.09067502038364
1030636,2025-02-21,1516,deposit,6132.28,AUD,1.6394,3740.5636208368915
1030637,2025-01-11,2296,transfer,9836.7,BGN,1.9558,5029.5019940689235
1030638,2025-02-13,4837,transfer,2376.14,SEK,11.2815,210.6227008819749
1030639,2025-01-07,4901,deposit,8416.35,ISK,145.5,57.84432989690722
1030640,2025-03-06,440,transfer,3234.58,SEK,10.962,295.0720671410327
1030641,2025-02-26,1700,transfer,7491.72,ISK,145.3,51.560357880247764
1030642,2025-01-08,1696,transfer,7512.45,AUD,1.66,4525.5722891566265
1030643,2025-02-14,2982,withdrawal,1932.26,RON,4.977,388.23789431384364
1030644,2025-01-16,4761,deposit,6341.76,DKK,7.4609,849.9993298395636
1030645,2025-02-03,3253,deposit,9968.33,GBP,0.83136,11990.389241724404
1030646,2025-02-23,1166,transfer,6594.78,DKK,7.4588,884.1609910441357
1030647,2025-03-02,1472,deposit,6368.51,CHF,0.9394,6779.337875239515
1030648,2025-01-22,2183,transfer,3698.78,RON,4.9768,743.2044687349302
1030649,2025-02-17,2062,transfer,1500.92,CZK,25.056,59.902618135376756
1030650,2025-02-13,4905,transfer,3377.03,HUF,401.78,8.405171984668227
1030651,2025-01-05,1197,deposit,9689.38,CHF,0.9362,10349.690237128818
1030652,2025-01-28,3839,withdrawal,998.94,AUD,1.6698,598.2393100970177
1030653,2025-02-25,69,transfer,9869.35,TRY,38.274,257.86042744421803
1030654,2025-03-10,695,withdrawal,4951.31,CHF,0.9512,5205.330109335577
1030655,2025-01-31,1931,transfer,7386.43,CHF,0.9449,7817.1552545242885
1030656,2025-02-06,1169,deposit,9360.92,AUD,1.6547,5657.170484075663
1030657,2025-02-28,1910,transfer,2223.81,PLN,4.1503,535.8190974146447
1030658,2025-01-16,3693,transfer,6047.51,HUF,412.35,14.665963380623257
1030659,2025-02-07,2208,transfer,5025.61,CZK,25.108,200.15971005257288
1030660,2025-01-22,3521,deposit,8087.73,GBP,0.84466,9575.130821869154
1030661,2025-01-07,89,withdrawal,1069.95,TRY,36.743,29.11983234901886
1030662,2025-02-03,865,deposit,4765.02,DKK,7.4618,638.5885443190651
1030663,2025-01-18,1716,deposit,8174.48,HUF,412.65,19.809717678419968
1030664,2025-01-29,801,transfer,2384.48,DKK,7.4627,319.51974486445926
1030665,2025-01-08,64,withdrawal,5427.39,RON,4.9739,1091.1739279036572
1030666,2025-01-27,3054,withdrawal,6864.72,CHF,0.9453,7261.948587749921
1030667,2025-01-01,3577,transfer,9050.56,AUD,1.6772,5396.231814929644
1030668,2025-02-04,4869,deposit,122.85,TRY,37.155,3.306419055308841
1030669,2025-01-05,3811,deposit,641.92,TRY,36.425,17.62306108442004
1030670,2025-02-14,828,deposit,6971.41,JPY,160.09,43.54681741520395
1030671,2025-01-11,2875,deposit,9525.36,GBP,0.83693,11381.310264896707
1030672,2025-01-01,4139,deposit,7076.3,JPY,163.06,43.396909113209865
1030673,2025-02-22,3624,transfer,8059.93,BGN,1.9558,4121.0399836384095
1030674,2025-01-03,1644,withdrawal,2763.33,RON,4.9752,555.4208876025084
1030675,2025-01-31,4233,withdrawal,9596.32,HUF,407.95,23.523274911141073
1030676,2025-02-09,4030,deposit,8971.53,CHF,0.9418,9525.939689955405
1030677,2025-02-19,929,withdrawal,7535.74,RON,4.9774,1513.9912404066379
1030678,2025-03-06,1149,deposit,3232.99,DKK,7.4593,433.41734479106617
1030679,2025-01-18,486,transfer,5466.88,RON,4.9765,1098.5391339294686
1030680,2025-01-26,3591,withdrawal,3056.22,SEK,11.459,266.70913692294266
1030681,2025-02-22,4564,withdrawal,8635.0,SEK,11.1425,774.9607359210231
1030682,2025-01-17,2854,transfer,1833.05,CHF,0.9394,1951.2987012987012
1030683,2025-01-05,3576,transfer,2472.74,ISK,144.1,17.159888965995837
1030684,2025-01-30,1351,transfer,5108.02,GBP,0.83685,6103.865686801698
1030685,2025-02-04,4285,withdrawal,6306.08,CZK,25.172,250.51962498013665
1030686,2025-02-20,3879,transfer,6496.89,CZK,25.073,259.11897260000796
1030687,2025-03-08,3977,withdrawal,9636.91,GBP,0.84088,11460.505660736371
1030688,2025-02-18,3260,transfer,1871.73,BGN,1.9558,957.0150322118826
1030689,2025-02-22,4372,withdrawal,95.37,JPY,157.46,0.6056776324145815
1030690,2025-03-05,4586,deposit,5053.59,CZK,25.048,201.75622804215908
1030691,2025-02-06,4701,deposit,3791.93,TRY,37.187,101.96923656116385
1030692,2025-03-03,4133,withdrawal,463.02,CZK,25.097,18.449217037892975
1030693,2025-01-29,3036,withdrawal,6377.07,CHF,0.943,6762.534464475079
1030694,2025-03-04,4647,deposit,3380.32,NOK,11.808,286.27371273712737
1030695,2025-03-07,1141,withdrawal,3638.53,DKK,7.4589,487.8105350654923
1030696,2025-01-25,3212,deposit,6167.98,JPY,163.9,37.63258084197681
1030697,2025-03-07,309,deposit,3259.33,CZK,25.016,130.28981451870803
1030698,2025-01-13,2307,transfer,5930.18,NOK,11.709,506.4634042189769
1030699,2025-03-01,4401,withdrawal,9134.28,DKK,7.4583,1224.7134065403645
1030700,2025-02-20,4745,transfer,2588.66,CZK,25.073,103.24492481952697
1030701,2025-01-10,4040,deposit,4055.43,BGN,1.9558,2073.5402392882706
1030702,2025-01-17,2718,transfer,1856.3,AUD,1.6646,1115.162801874324
1030703,2025-03-07,4340,withdrawal,2022.77,DKK,7.4589,271.1887811875746
1030704,2025-01-05,3919,transfer,8654.99,CZK,25.166,343.91599777477546
1030705,2025-02-25,344,deposit,5041.15,RON,4.9774,1012.8078916703498
1030706,2025-01-25,4760,withdrawal,8616.84,JPY,163.9,52.57376449054301
1030707,2025-01-03,1325,transfer,4473.82,JPY,161.77,27.655436731161522
1030708,2025-02-08,3138,transfer,3551.17,HUF,405.55,8.756429540130688
1030709,2025-01-29,3758,transfer,9224.85,HUF,408.08,22.60549402078024
1030710,2025-01-17,114,withdrawal,9404.92,BGN,1.9558,4808.732999284181
1030711,2025-01-24,1911,withdrawal,6333.4,HUF,408.85,15.49076678488443
1030712,2025-01-23,3850,withdrawal,6828.32,CHF,0.9442,7231.857657276
1030713,2025-01-21,4199,withdrawal,1273.25,RON,4.9768,255.8370840700852
1030714,2025-02-24,3524,withdrawal,6739.27,CZK,25.062,268.903918282659
1030715,2025-02-22,4995,withdrawal,575.12,CZK,25.082,22.929590941711187
1030716,2025-01-30,626,transfer,6300.88,BGN,1.9558,3221.63820431537
1030717,2025-01-21,3609,transfer,2782.48,SEK,11.475,242.48191721132898
1030718,2025-02-13,280,transfer,90.5,JPY,159.79,0.5663683584704925
1030719,2025-02-01,2575,deposit,636.28,CHF,0.9449,673.3834268176527
1030720,2025-02-12,3899,withdrawal,6536.74,HUF,402.63,16.23510418995107
1030721,2025-03-07,3639,deposit,6071.42,RON,4.9757,1220.2142412122919
1030722,2025-02-23,1106,deposit,2405.82,DKK,7.4588,322.54786292701243
1030723,2025-02-25,854,withdrawal,1339.01,TRY,38.274,34.98484610963056
1030724,2025-02-11,1147,deposit,7432.38,ISK,146.6,50.69836289222374
1030725,2025-01-16,4810,deposit,3846.26,CHF,0.9376,4102.239761092151
1030726,2025-02-09,4128,withdrawal,2459.04,TRY,37.334,65.86596667916643
1030727,2025-02-22,2612,transfer,142.02,DKK,7.4588,19.040596342575213
1030728,2025-01-19,4888,withdrawal,6269.5,HUF,412.65,15.193263055858477
1030729,2025-02-20,2953,withdrawal,2163.94,JPY,156.6,13.818263090676885
1030730,2025-02-22,917,withdrawal,1854.11,PLN,4.1683,444.8120336827963
1030731,2025-01-21,3326,transfer,5211.0,ISK,145.9,35.716244002741604
1030732,2025-01-01,2506,withdrawal,3075.92,SEK,11.459,268.4283096256218
1030733,2025-02-16,2341,transfer,4972.95,HUF,402.95,12.34135748852215
1030734,2025-03-01,3108,deposit,9017.96,RON,4.9768,1811.9996785082783
1030735,2025-02-03,3566,transfer,681.1,PLN,4.2255,161.18802508578867
1030736,2025-01-28,3805,deposit,3338.57,NOK,11.7785,283.4461094366855
1030737,2025-01-22,65,transfer,7559.07,BGN,1.9558,3864.9504039267817
1030738,2025-01-18,1732,transfer,4237.61,GBP,0.84453,5017.713994766319
1030739,2025-02-02,3120,transfer,1478.75,HUF,407.95,3.624831474445398
1030740,2025-01-11,3583,withdrawal,8463.8,HUF,413.68,20.459775672017017
1030741,2025-01-29,4036,deposit,6127.18,BGN,1.9558,3132.825442274261
1030742,2025-02-19,1512,transfer,9558.11,CZK,25.101,380.7860244611769
1030743,2025-02-26,3083,transfer,1302.54,AUD,1.6622,783.6241126218265
1030744,2025-01-31,4844,deposit,3768.33,SEK,11.474,328.4233920167335
1030745,2025-01-15,2068,withdrawal,4577.79,GBP,0.84313,5429.5185795784755
1030746,2025-02-06,800,transfer,8369.21,PLN,4.2065,1989.5899203613453
1030747,2025-02-19,2356,transfer,7635.71,HUF,402.13,18.988163031855372
1030748,2025-01-17,2239,withdrawal,1552.01,CZK,25.265,61.42924995052444
1030749,2025-02-16,2023,withdrawal,8709.62,CHF,0.9442,9224.338063969499
1030750,2025-02-24,3273,transfer,2204.36,DKK,7.4603,295.4787340991649
1030751,2025-01-09,192,transfer,2920.93,SEK,11.4945,254.11544651789984
1030752,2025-02-06,2557,withdrawal,4542.26,JPY,157.95,28.757581513137072
1030753,2025-03-10,2905,transfer,1747.61,CZK,24.957,70.02484272949472
1030754,2025-01-25,2185,deposit,3771.74,HUF,408.85,9.225241531123883
1030755,2025-02-17,4624,withdrawal,6816.11,NOK,11.6415,585.5010093201047
1030756,2025-01-27,657,withdrawal,4709.29,CZK,25.102,187.60616683929567
1030757,2025-01-17,2359,transfer,6501.93,JPY,160.23,40.57873057479873
1030758,2025-01-21,1613,withdrawal,2874.12,GBP,0.84553,3399.19340531974
1030759,2025-02-24,1319,withdrawal,1119.24,NOK,11.6355,96.19182673714064
1030760,2025-01-07,1151,transfer,7600.04,JPY,163.86,46.38130111070426
1030761,2025-01-02,856,withdrawal,9431.6,CZK,25.177,374.611748818366
1030762,2025-01-14,973,transfer,3904.99,SEK,11.512,339.21038915913823
1030763,2025-02-03,1738,withdrawal,4769.58,JPY,158.87,30.021904701957574
1030764,2025-02-28,3227,withdrawal,9857.49,RON,4.9768,1980.6883941488506
1030765,2025-02-22,3853,withdrawal,6127.54,HUF,404.6,15.144686109738013
1030766,2025-02-02,4523,transfer,1103.49,SEK,11.474,96.17308697925745
1030767,2025-01-22,1506,transfer,3871.5,TRY,37.231,103.98592570707206
1030768,2025-02-23,3907,transfer,825.78,SEK,11.1425,74.11083688579762
1030769,2025-01-03,3443,transfer,6686.45,CZK,25.166,265.69379321306525
1030770,2025-02-03,1066,deposit,806.56,DKK,7.4618,108.09188131550027
1030771,2025-01-26,585,transfer,8894.97,NOK,11.7495,757.0509383378015
1030772,2025-01-08,4791,withdrawal,6672.31,CZK,25.15,265.3005964214712
1030773,2025-01-01,2134,deposit,5962.06,BGN,1.9558,3048.399631864199
1030774,2025-03-09,4101,transfer,359.08,CHF,0.9557,375.72459976980224
1030775,2025-01-09,4238,deposit,3407.19,CHF,0.9397,3625.827391720762
1030776,2025-01-05,1846,withdrawal,8220.82,RON,4.9752,1652.3597041324972
1030777,2025-01-03,1701,deposit,8258.68,CZK,25.166,328.1681633950568
1030778,2025-02-13,2244,transfer,1087.16,CHF,0.9421,1153.9751618724126
1030779,2025-01-24,1119,withdrawal,7753.22,CZK,25.097,308.9301510140654
1030780,2025-01-17,3559,deposit,6245.55,TRY,36.627,170.5176509132607
1030781,2025-01-12,3663,deposit,8177.58,JPY,162.86,50.21232960825248
1030782,2025-01-13,4257,deposit,6998.23,RON,4.9731,1407.2168265267137
1030783,2025-01-02,1196,withdrawal,6077.21,SEK,11.4223,532.0478362501423
1030784,2025-02-11,1431,withdrawal,3814.83,AUD,1.6442,2320.1739447755745
1030785,2025-01-19,607,transfer,2958.56,DKK,7.4608,396.5472871541926
1030786,2025-01-20,4912,withdrawal,2788.03,RON,4.9769,560.1940967268782
1030787,2025-02-13,60,withdrawal,944.47,CHF,0.9421,1002.5156565120475
1030788,2025-02-25,2760,deposit,7131.42,ISK,145.7,48.94591626630062
1030789,2025-01-10,1593,transfer,7795.41,AUD,1.6655,4680.522365655959
1030790,2025-01-30,926,withdrawal,2786.97,CZK,25.121,110.94184148720194
1030791,2025-02-08,3296,transfer,4467.68,GBP,0.83353,5359.951051551834
1030792,2025-02-16,2097,deposit,8779.68,RON,4.977,1764.0506329113923
1030793,2025-01-12,1956,deposit,9026.21,CZK,25.09,359.7532881626146
1030794,2025-02-07,3527,withdrawal,1895.5,BGN,1.9558,969.1686266489417
1030795,2025-03-07,3245,deposit,7785.02,NOK,11.759,662.0477931796921
1030796,2025-01-20,2464,deposit,848.57,DKK,7.4611,113.73255954215867
1030797,2025-02-15,4486,withdrawal,8705.71,HUF,402.95,21.60493857798734
1030798,2025-03-08,3359,withdrawal,2430.71,PLN,4.1788,581.6765578635016
1030799,2025-01-16,1308,withdrawal,395.37,AUD,1.6574,238.54832870761433
1030800,2025-03-02,2588,withdrawal,7336.39,DKK,7.4583,983.6544520869367
1030801,2025-02-02,4878,transfer,1629.33,BGN,1.9558,833.0759791389712
1030802,2025-01-17,3018,transfer,2009.3,SEK,11.506,174.63062749869633
1030803,2025-03-03,1965,deposit,1774.52,TRY,38.149,46.515504993577814
1030804,2025-03-03,2870,withdrawal,8369.48,BGN,1.9558,4279.312813171081
1030805,2025-03-04,1824,deposit,4962.43,GBP,0.82788,5994.141663042954
1030806,2025-01-14,1067,withdrawal,8949.27,ISK,144.9,61.76169772256729
1030807,2025-03-04,939,withdrawal,6576.78,TRY,38.484,170.89647645774866
1030808,2025-01-18,2489,deposit,3484.45,ISK,145.1,24.014128187456926
1030809,2025-01-04,4450,withdrawal,9765.34,TRY,36.425,268.09444063143445
1030810,2025-03-05,3036,transfer,2537.54,TRY,38.962,65.12858682819156
1030811,2025-01-19,3444,transfer,9090.32,JPY,160.23,56.732946389565
1030812,2025-03-02,4813,transfer,5592.08,NOK,11.7245,476.9567998635336
1030813,2025-02-09,3309,deposit,8268.67,HUF,405.55,20.388780668228332
1030814,2025-03-08,2458,deposit,345.31,HUF,399.28,0.8648316970546985
1030815,2025-02-17,4530,transfer,3744.77,JPY,158.67,23.600995777399636
1030816,2025-03-07,1431,transfer,9184.89,DKK,7.4589,1231.400072396734
1030817,2025-02-21,2557,deposit,1182.83,JPY,157.46,7.511939540200685
1030818,2025-01-23,3087,transfer,944.34,CZK,25.14,37.563245823389025
1030819,2025-02-17,4271,transfer,9103.78,HUF,401.73,22.66143927513504
1030820,2025-01-07,1182,deposit,7657.63,SEK,11.475,667.3315904139433
1030821,2025-01-09,3186,withdrawal,7283.39,HUF,413.98,17.593579399971013
1030822,2025-01-02,943,deposit,8081.88,AUD,1.6618,4863.328920447708
1030823,2025-02-04,2342,withdrawal,5502.43,CZK,25.172,218.5932782456698
1030824,2025-02-26,3723,transfer,1436.14,HUF,400.3,3.5876592555583313
1030825,2025-01-27,943,withdrawal,2520.14,TRY,37.626,66.97868495189496
1030826,2025-02-06,4042,deposit,3269.27,CZK,25.139,130.0477345956482
1030827,2025-01-31,3448,deposit,9216.7,NOK,11.7373,785.2487369326848
1030828,2025-01-16,3485,transfer,6160.82,CHF,0.9376,6570.840443686006
1030829,2025-02-19,1821,deposit,2760.49,JPY,158.41,17.42623571744208
1030830,2025-01-20,424,withdrawal,2611.98,HUF,413.15,6.322110613578603
1030831,2025-02-19,4017,transfer,7173.36,NOK,11.629,616.8509760082552
1030832,2025-03-01,4227,transfer,759.87,HUF,399.5,1.9020525657071339
1030833,2025-02-22,4831,transfer,4167.37,DKK,7.4588,558.7185606263741
1030834,2025-01-02,4679,deposit,5829.2,TRY,36.452,159.91440798858773
1030835,2025-01-30,1939,deposit,6600.38,CHF,0.9441,6991.187374218833
1030836,2025-02-02,200,deposit,4993.5,HUF,407.95,12.24047064591249
1030837,2025-01-30,1196,withdrawal,4393.36,CZK,25.121,174.8879423589825
1030838,2025-02-13,3260,transfer,5576.38,DKK,7.4586,747.6443300351273
1030839,2025-02-25,1307,deposit,5424.78,TRY,38.274,141.73538172127292
1030840,2025-03-03,3325,deposit,3359.59,BGN,1.9558,1717.757439410983
1030841,2025-02-01,780,transfer,3284.27,JPY,160.99,20.400459655879246
1030842,2025-03-09,3656,transfer,5108.72,HUF,399.28,12.794830695251454
1030843,2025-02-21,4025,withdrawal,2260.27,JPY,157.46,14.354566239044836
1030844,2025-02-07,1566,transfer,4771.18,AUD,1.6525,2887.249621785174
1030845,2025-01-21,3398,deposit,7971.49,AUD,1.6639,4790.846805697458
1030846,2025-01-17,1386,deposit,3719.76,CZK,25.265,147.22976449633882
1030847,2025-03-04,3470,transfer,1984.45,BGN,1.9558,1014.648737089682
1030848,2025-01-22,2829,withdrawal,8242.07,HUF,411.08,20.049795660212123
1030849,2025-01-12,3583,transfer,5650.19,AUD,1.6655,3392.4887421194835
1030850,2025-03-05,3209,deposit,1795.07,CHF,0.9514,1886.7668698759721
1030851,2025-02-08,1361,deposit,8406.51,CHF,0.9418,8926.003397748991
1030852,2025-01-20,1154,transfer,397.53,ISK,145.5,2.732164948453608
1030853,2025-01-03,2008,withdrawal,7898.35,JPY,161.77,48.824565741484825
1030854,2025-01-22,224,transfer,8156.78,SEK,11.467,711.3264149297985
1030855,2025-01-23,3551,withdrawal,6867.65,SEK,11.4685,598.8272223917687
1030856,2025-02-28,772,deposit,6560.87,TRY,38.019,172.56818958941582
1030857,2025-02-09,4420,transfer,4593.4,JPY,157.77,29.114533815047217
1030858,2025-01-10,3630,withdrawal,3365.33,DKK,7.4606,451.08034206364096
1030859,2025-03-03,3752,deposit,1352.11,PLN,4.1708,324.18480866979957
1030860,2025-02-22,414,transfer,8680.83,PLN,4.1683,2082.5828275316076
1030861,2025-02-25,159,deposit,8540.87,TRY,38.274,223.1507028269844
1030862,2025-02-01,3423,withdrawal,5993.99,GBP,0.83608,7169.158453736484
1030863,2025-03-10,3962,deposit,2388.43,CHF,0.9512,2510.9650967199323
1030864,2025-01-30,3272,transfer,9733.2,RON,4.9758,1956.1075605932717
1030865,2025-02-07,408,withdrawal,4435.69,CHF,0.9418,4709.800382246761
1030866,2025-01-28,98,deposit,7811.44,JPY,161.86,48.260472012850606
1030867,2025-01-29,4194,deposit,6472.37,PLN,4.2135,1536.1030022546577
1030868,2025-01-08,3993,withdrawal,7964.14,AUD,1.66,4797.674698795181
1030869,2025-02-04,2068,withdrawal,951.09,JPY,160.52,5.925056067779716
1030870,2025-01-22,2503,transfer,1330.31,NOK,11.7525,113.19378855562647
1030871,2025-02-08,4836,withdrawal,2403.63,RON,4.9768,482.9669667256068
1030872,2025-02-13,2992,withdrawal,7543.32,JPY,159.79,47.20771011953189
1030873,2025-02-04,2651,withdrawal,1392.07,CHF,0.9396,1481.555981268625
1030874,2025-02-02,1836,transfer,6331.33,BGN,1.9558,3237.2072809080682
1030875,2025-01-02,4419,deposit,4691.23,PLN,4.2753,1097.286740111805
1030876,2025-01-06,1037,transfer,6718.52,CZK,25.154,267.09549177069255
1030877,2025-03-01,1575,transfer,2220.74,JPY,156.96,14.148445463812434
1030878,2025-02-24,372,withdrawal,7553.02,BGN,1.9558,3861.857040597198
1030879,2025-01-11,2270,withdrawal,4169.9,ISK,145.3,28.698554714384027
1030880,2025-01-12,270,withdrawal,8866.32,GBP,0.83693,10593.860896371261
1030881,2025-01-18,827,transfer,8660.69,GBP,0.84453,10255.04126555599
1030882,2025-02-11,3263,withdrawal,3981.89,GBP,0.83355,4777.025973246956
1030883,2025-01-09,1047,deposit,8132.54,NOK,11.7605,691.5131159389482
1030884,2025-02-09,2818,withdrawal,953.7,HUF,405.55,2.351621255085686
1030885,2025-02-12,3563,withdrawal,6860.18,HUF,402.63,17.038422372898196
1030886,2025-02-02,1080,deposit,7384.17,NOK,11.7373,629.1199850050693
1030887,2025-02-12,1281,withdrawal,2956.59,PLN,4.1713,708.793421715053
1030888,2025-02-17,486,transfer,9275.86,CZK,25.056,370.2051404853129
1030889,2025-01-31,42,transfer,2429.29,JPY,160.99,15.089695012112552
1030890,2025-01-18,2879,withdrawal,6075.87,GBP,0.84453,7194.380306205819
1030891,2025-01-13,420,transfer,4063.94,AUD,1.6578,2451.405477138376
1030892,2025-01-21,2691,transfer,1997.53,DKK,7.4614,267.71517409601415
1030893,2025-01-02,1596,transfer,145.74,RON,4.9743,29.298594777154573
1030894,2025-02-08,366,transfer,6257.32,GBP,0.83353,7507.012345086559
1030895,2025-01-31,3861,withdrawal,9740.37,JPY,160.99,60.50295049381949
1030896,2025-01-31,258,transfer,3827.96,DKK,7.4618,513.0075853011338
1030897,2025-01-27,2867,withdrawal,1528.08,RON,4.975,307.15175879396986
1030898,2025-03-04,685,withdrawal,2217.7,NOK,11.808,187.81334688346882
1030899,2025-01-21,2648,withdrawal,4582.65,SEK,11.475,399.359477124183
1030900,2025-02-12,1577,deposit,9410.49,DKK,7.4583,1261.7473150717992
1030901,2025-03-01,376,deposit,9388.64,CZK,25.029,375.1104718526509
1030902,2025-02-03,258,transfer,9181.74,RON,4.9769,1844.8713054310917
1030903,2025-01-16,2756,withdrawal,2807.12,AUD,1.6574,1693.6889103414987
1030904,2025-01-28,1152,deposit,3148.4,BGN,1.9558,1609.7760507209327
1030905,2025-03-06,4596,transfer,4078.48,SEK,10.962,372.05619412515966
1030906,2025-01-21,1451,withdrawal,3847.9,NOK,11.817,325.6241008716256
1030907,2025-01-21,225,withdrawal,4069.1,ISK,145.9,27.889650445510622
1030908,2025-02-23,4382,withdrawal,3215.52,TRY,38.102,84.3924203453887
1030909,2025-03-07,4623,deposit,1141.21,ISK,147.3,7.747522063815342
1030910,2025-02-05,2790,deposit,3543.43,TRY,37.431,94.66565146536294
1030911,2025-03-02,2423,withdrawal,9839.02,AUD,1.6741,5877.199689385342
1030912,2025-03-05,99,transfer,9417.08,DKK,7.4589,1262.529327380713
1030913,2025-01-05,2224,deposit,558.47,DKK,7.4599,74.8629338194882
1030914,2025-01-12,4812,deposit,4078.07,DKK,7.4606,546.6142133340481
1030915,2025-02-28,2992,deposit,7110.36,JPY,156.96,45.30045871559633
1030916,2025-01-11,3200,withdrawal,394.03,PLN,4.266,92.3652133145804
1030917,2025-01-30,1428,transfer,3790.93,DKK,7.4616,508.058593331189
1030918,2025-01-17,4117,transfer,7284.62,PLN,4.2585,1710.6070212516145
1030919,2025-01-05,644,deposit,104.61,GBP,0.82993,126.04677502921933
1030920,2025-02-18,2523,transfer,1998.43,TRY,37.896,52.73458940257547
1030921,2025-02-27,3188,deposit,2454.61,PLN,4.1308,594.2214583131597
1030922,2025-01-10,1514,deposit,2682.06,CZK,25.09,106.89756875249103
1030923,2025-01-18,4993,deposit,5003.43,CZK,25.265,198.0379972293687
1030924,2025-01-15,3106,deposit,9757.96,AUD,1.6616,5872.628791526239
1030925,2025-03-06,3093,withdrawal,2306.3,TRY,39.323,58.650153853978594
1030926,2025-02-08,224,withdrawal,3896.18,ISK,146.6,26.576944065484312
1030927,2025-02-09,4603,deposit,8568.53,TRY,37.334,229.5100980339637
1030928,2025-01-17,4325,deposit,6507.43,DKK,7.4608,872.216116234184
1030929,2025-02-11,1987,withdrawal,4156.61,PLN,4.1785,994.7612779705636
1030930,2025-01-15,1290,transfer,9667.26,CZK,25.218,383.34760885082085
1030931,2025-01-11,4206,transfer,911.25,SEK,11.497,79.25980690614944
1030932,2025-01-15,2790,transfer,6567.45,PLN,4.2613,1541.1846150235842
1030933,2025-01-11,4829,withdrawal,3365.66,SEK,11.497,292.7424545533617
1030934,2025-02-25,14,deposit,3442.45,GBP,0.82908,4152.132484199353
1030935,2025-01-02,1939,withdrawal,6336.2,CHF,0.9371,6761.498239248745
1030936,2025-01-24,467,transfer,6467.23,BGN,1.9558,3306.6929133858266
1030937,2025-02-02,3913,withdrawal,6376.72,DKK,7.4618,854.5820043421159
1030938,2025-02-24,3256,withdrawal,1455.13,ISK,145.1,10.028463128876638
